compID	cor.coefficient	glm.pvalue	glm.fdr
fRNAcov_versus_dN	-0.29899089387506	0.00324770217362599	0.00789981609800916
gene_length_versus_dN	0.192275180807533	0.0619413307147288	0.0871049963175873
inv.length_versus_dN	-0.192275180807533	0.0619413307147288	0.0871049963175873
expr_versus_dN	-0.508388624283331	3.65238770686667e-07	2.0544680851125e-06
abund_versus_dN	-0.617294051111845	4.33408576575865e-08	3.25056432431899e-07
cai_versus_dN	-0.623698166117302	1.46413570002067e-11	1.3177221300186e-10
disp_versus_dN	0.343077598268501	0.00093196370470202	0.00299559762225649
essential.num_versus_dN	-0.322452351806437	0.00162039814461328	0.00455736978172484
fold.length.sum_versus_dN	-0.19404106855899	0.05953905439682	0.0871049963175873
fRNAcov_versus_dS	-0.347791301667046	0.000553472816623721	0.00191586744215903
gene_length_versus_dS	0.29108356550917	0.00421217789692863	0.00881618629589715
inv.length_versus_dS	-0.291083565509171	0.00421217789692864	0.00881618629589715
expr_versus_dS	-0.691092641599501	6.59205798905295e-14	1.48321304753691e-12
abund_versus_dS	-0.727138036102442	6.93691206834008e-12	7.80402607688259e-11
cai_versus_dS	-0.763653373717441	2.28395729541684e-19	1.02778078293758e-17
disp_versus_dS	0.277950440150832	0.00798994093017228	0.0146754017084797
essential.num_versus_dS	-0.275242454114811	0.00757997235760413	0.0145148406847739
fold.length.sum_versus_dS	-0.124047070633471	0.231038634610334	0.259918463936626
fRNAcov_versus_dSadj	-0.403291432494755	5.07241502252848e-05	0.000217389215251221
gene_length_versus_dSadj	0.362428200281548	0.000307056469792099	0.00110540329125156
inv.length_versus_dSadj	-0.362428200281548	0.0003070564697921	0.00110540329125156
expr_versus_dSadj	-0.178356029227675	0.0944734054339061	0.121167403775031
abund_versus_dSadj	-0.145561856848849	0.247288315596607	0.271414004923105
cai_versus_dSadj	-0.0349520763306216	0.736672104322993	0.736672104322993
disp_versus_dSadj	0.170628077120934	0.107855360199195	0.131175438080102
essential.num_versus_dSadj	-0.173162988602391	0.0969339230200248	0.121167403775031
fold.length.sum_versus_dSadj	-0.106307329319372	0.305199121565258	0.312135465237196
fRNAcov_versus_dNdS	-0.20829666938572	0.0428033042168948	0.0700417705367369
gene_length_versus_dNdS	0.107648071307324	0.299104974762829	0.312135465237196
inv.length_versus_dNdS	-0.107648071307324	0.29910497476283	0.312135465237196
expr_versus_dNdS	-0.309602562328405	0.00315313918724459	0.00788284796811147
abund_versus_dNdS	-0.355819867002066	0.00362704114481493	0.00837009494957292
cai_versus_dNdS	-0.420366401444714	2.22310211907038e-05	0.000100039595358167
