compID	cor.coefficient	glm.pvalue	glm.fdr
fRNAcov_versus_sacCer_sacPar_dN	-0.356062707372843	3.73495119973832e-07	1.40060669990187e-06
gene_length_versus_sacCer_sacPar_dN	0.297620374775039	2.62858141828952e-05	6.75920936131591e-05
inv.length_versus_sacCer_sacPar_dN	-0.297620374775039	2.62858141828952e-05	6.75920936131591e-05
expr_versus_sacCer_sacPar_dN	-0.578003512811996	1.30211157332863e-17	1.95316735999294e-16
abund_versus_sacCer_sacPar_dN	-0.539557306292527	1.7335704364034e-11	9.75133370476913e-11
cai_versus_sacCer_sacPar_dN	-0.619817486419468	7.21631132425693e-22	1.62367004795781e-20
disp_versus_sacCer_sacPar_dN	0.241447639337373	0.00102496660270604	0.00200536944007704
essential.num_versus_sacCer_sacPar_dN	-0.23405257632726	0.00130302646076661	0.00244317461393739
fold.length.sum_versus_sacCer_sacPar_dN	-0.185281524472378	0.00988955367683374	0.0143558037244361
fRNAcov_versus_sacCer_sacPar_dS	-0.309359133480128	1.19934719740289e-05	4.22975121728059e-05
gene_length_versus_sacCer_sacPar_dS	0.261128626125985	0.000244458689429666	0.000522497330917743
inv.length_versus_sacCer_sacPar_dS	-0.261128626125985	0.000244458689429666	0.000522497330917743
expr_versus_sacCer_sacPar_dS	-0.54351477129464	2.22509125101873e-15	2.00258212591685e-14
abund_versus_sacCer_sacPar_dS	-0.355479738790002	2.49847898739214e-05	6.75920936131591e-05
cai_versus_sacCer_sacPar_dS	-0.495475281788528	2.37608157953987e-13	1.7820611846549e-12
disp_versus_sacCer_sacPar_dS	0.166947611244397	0.0242868442650407	0.0316784925196183
essential.num_versus_sacCer_sacPar_dS	-0.163580017560263	0.0256848592283301	0.0325582722612635
fold.length.sum_versus_sacCer_sacPar_dS	-0.157658570573308	0.0285425235815927	0.0351894126348403
fRNAcov_versus_small_dSadj	-0.114179374471713	0.114807914630547	0.134191069048691
gene_length_versus_small_dSadj	0.0969165219014855	0.181126123124008	0.196401820254948
inv.length_versus_small_dSadj	-0.0969165219014855	0.181126123124008	0.196401820254948
expr_versus_small_dSadj	-0.103369941816691	0.166120390843782	0.18925107817646
abund_versus_small_dSadj	-0.0316370743079135	0.716690461611544	0.716690461611544
cai_versus_small_dSadj	0.029828058825448	0.681290911909934	0.696774796271523
disp_versus_small_dSadj	0.213588028281453	0.00388914711708063	0.00646963994685784
essential.num_versus_small_dSadj	-0.20640880878801	0.00481953688780515	0.00747859172245626
fold.length.sum_versus_small_dSadj	-0.0574623759193562	0.428548964156736	0.448481474117514
fRNAcov_versus_small_dNdS	-0.291202890769617	4.17021120559462e-05	0.000104255280139865
gene_length_versus_small_dNdS	0.26101726877205	0.000255443139559786	0.000522497330917743
inv.length_versus_small_dNdS	-0.26101726877205	0.000255443139559786	0.000522497330917743
expr_versus_small_dNdS	-0.41650369305956	5.48169113400494e-09	2.46676101030222e-08
abund_versus_small_dNdS	-0.455762753551666	3.13689607631666e-08	1.28327566758409e-07
cai_versus_small_dNdS	-0.476087498518284	2.96573420379483e-12	1.90654341672525e-11
disp_versus_small_dNdS	0.192832466599693	0.00930126543053718	0.0139518981458058
essential.num_versus_small_dNdS	-0.186611421074859	0.0109789515447394	0.0154391506097898
fold.length.sum_versus_small_dNdS	-0.128501369184238	0.0756815366690601	0.0896228723712553
fRNAcov_versus_small_dNdSadj	-0.361980310823073	2.48243647621068e-07	9.71388186343309e-07
gene_length_versus_small_dNdSadj	0.308250929165586	1.3629198366793e-05	4.22975121728059e-05
inv.length_versus_small_dNdSadj	-0.308250929165586	1.3629198366793e-05	4.22975121728059e-05
expr_versus_small_dNdSadj	-0.574710140610455	2.67600280348304e-17	3.01050315391842e-16
abund_versus_small_dNdSadj	-0.532345380770809	3.59249244643516e-11	1.79624622321758e-10
cai_versus_small_dNdSadj	-0.641613854298447	1.16319853403558e-23	5.2343934031601e-22
disp_versus_small_dNdSadj	0.222565143004722	0.00260022983860383	0.0046804137094869
essential.num_versus_small_dNdSadj	-0.215618834298973	0.00320243383084926	0.00554267393800833
fold.length.sum_versus_small_dNdSadj	-0.180869350235181	0.0120534786724451	0.0164365618260615
fRNAcov_versus_sacCer_sacPar_dN_adj_length	-0.207043481891488	0.00395366885641312	0.00646963994685784
gene_length_versus_sacCer_sacPar_dN_adj_length	Inf	2.62858141828952e-05	6.75920936131591e-05
inv.length_versus_sacCer_sacPar_dN_adj_length	NA	2.62858141828952e-05	6.75920936131591e-05
expr_versus_sacCer_sacPar_dN_adj_length	-0.524662649703012	1.30211157332863e-17	1.95316735999294e-16
abund_versus_sacCer_sacPar_dN_adj_length	-0.492065388342129	1.7335704364034e-11	9.75133370476913e-11
cai_versus_sacCer_sacPar_dN_adj_length	-0.578027496025404	7.21631132425693e-22	1.62367004795781e-20
disp_versus_sacCer_sacPar_dN_adj_length	0.233782715555283	0.00102496660270604	0.00200536944007704
essential.num_versus_sacCer_sacPar_dN_adj_length	-0.228894541344147	0.00130302646076661	0.00244317461393739
fold.length.sum_versus_sacCer_sacPar_dN_adj_length	-0.207972057711612	0.00988955367683374	0.0143558037244361
fRNAcov_versus_sacCer_sacPar_dS_adj_length	-0.174569513054615	0.0154297371448379	0.020726512582618
gene_length_versus_sacCer_sacPar_dS_adj_length	NA	0.000244458689429666	0.000522497330917743
inv.length_versus_sacCer_sacPar_dS_adj_length	NA	0.000244458689429666	0.000522497330917743
expr_versus_sacCer_sacPar_dS_adj_length	-0.496362194202774	2.22509125101873e-15	2.00258212591685e-14
abund_versus_sacCer_sacPar_dS_adj_length	-0.298284542038358	2.49847898739214e-05	6.75920936131591e-05
cai_versus_sacCer_sacPar_dS_adj_length	-0.448387483334371	2.37608157953987e-13	1.7820611846549e-12
disp_versus_sacCer_sacPar_dS_adj_length	0.156260138193044	0.0242868442650407	0.0316784925196183
essential.num_versus_sacCer_sacPar_dS_adj_length	-0.155282064270069	0.0256848592283301	0.0325582722612635
fold.length.sum_versus_sacCer_sacPar_dS_adj_length	-0.175378303824612	0.0285425235815927	0.0351894126348403
fRNAcov_versus_small_dSadj_adj_length	-0.0618051017013723	0.395583171629629	0.423839112460317
gene_length_versus_small_dSadj_adj_length	NA	0.181126123124008	0.196401820254948
inv.length_versus_small_dSadj_adj_length	NA	0.181126123124008	0.196401820254948
expr_versus_small_dSadj_adj_length	-0.0709266642152573	0.166120390843782	0.18925107817646
abund_versus_small_dSadj_adj_length	-0.00120588351291864	0.716690461611544	0.716690461611544
cai_versus_small_dSadj_adj_length	0.066640754215706	0.681290911909934	0.696774796271523
disp_versus_small_dSadj_adj_length	0.208892774447705	0.00388914711708063	0.00646963994685784
essential.num_versus_small_dSadj_adj_length	-0.202489477036442	0.00481953688780515	0.00747859172245626
fold.length.sum_versus_small_dSadj_adj_length	-0.0620717603900776	0.428548964156736	0.448481474117514
